Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
1114,R_1MRGbEOcoccYP9n,39,1,2,1, ,2,6,3,7,"One covid situation I’m dealing with is that I have a roommate who works with lots of other people. It brings me some anxiety, particularly since the mask mandate is no longer in place. I can’t control if the folks at her work wear masks voluntarily. I worry that I have a greater chance of getting covid or just a regular cold/flu.",3,7,I worry a lot of the time.,I feel like I’m getting sick when I am not sick.,I have a very difficult time getting to sleep and staying asleep. My sleep is poor.,I worry that since she works with disadvantaged people who are houseless in a congregational situation we are at higher risk of getting sick.,I feel guilty about how I’m judging disadvantaged folks.,"I’m absolutely exhausted from over 2 years of a pandemic, and it feels like many people think it’s over and I worry that we will have another surge.",0,10,0,6,0,10,0,6,0,10,0,10,1,8,6,6,6,6,6,6,6,6,6,6,6,4,2,2,7,6,2,2,4,2,2,4,3,1,3,3,3,4,3,3,4,1,2,2,1,3,5,4,2,2,2,3,1,6,2,1,6,1,5,5,4,3,4,3,5,5,3,1,2, ,1,5,4,5,3,3,4,4,1,4,3,2,3,3,5,5,5,3,3,3,3,3,3,4,4,3,2,4,3,5ba910505620a600016144ca,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13, ,0,6,0,40,27,18,24,24,45,15,16,7,25,7
578,R_2yjveY9NjE7IRju,24,2,2,1, ,2,3,7,3,"I have circulation problems and so I am at a higher risk for blood clots. Because of this, we are being more cautious with COVID. We are still masking everywhere and avoiding crowds. It is frustrating to see everyone stop masking or caring about COVID and feeling like we are the only ones. I am tired of missing out on things due to safety concerns. It is also frustrating having a STEM background and feeling like no one cares about the severity of COVID",6,2,I am stressed,I am tired of putting my life on hold,I am scared of being judged by people for my caution,I am sad about missing out on things,I am worried about another COVID spike,I am scared of getting COVID and dying,0,10,0,10,0,10,0,10,0,10,0,10,6,2,6,6,6,7,6,7,7,6,6,7,6,7,6,5,7,5,6,3,3,2,3,2,4,2,3,3,3,4,4,2,4,2,1,2,0,2,3,5,0,1,0,2,1,2,2,1,2,3,2,2,2,2,4,5,4,4,5,5,2,4,4,4,2,4,3,2,5,5,5,5,5,4,5,4,4,4,4,4,3,2,3,3,4,5,5,5,2,4,3,5f74f5230b907e1577eb3507,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,5,47,0,6,0,41,15,18,28,24,55,15,21,7,39,4
621,R_3KZTalzLSRyse04,43,2,2,"2,3", ,2,8,8,0,I've been thinking about the Covid booster shot and if I should get it. I didn't enjoy the side effects I had from the second round of the Pheizer vaccine.  I'm still undecided about getting the booster shot.  I do not want to be in bed for three days while in pain and vomiting like I was the last time.,4,5,I'm having a hard time making an appointment.,I'm dreading the side effects.,I don't know if I need to get the booster shot because I can't even remember the last time I caught a cold.,I don't think I'm getting the booster shot after all.,I work from home and don't think the booster is necessary.,I'm wondering how long the initial vaccine will last.,0,10,0,10,10,0,5,5,10,0,5,1,5,4,6,6,6,6,6,6,6,2,6,6,6,1,1,1,4,5,3,2,3,3,2,4,4,2,3,3,3,3,3,3,2,3,2,4,2,2,4,4,2,4,2,5,6,7,6,5,6,6,7,6,4,4,2,4,4,1,4,2,2,5,2,1,5,4,3,2,3,2,3,2,3,3,3,3,3,3,2,3,4,4,3,4,3,3,3,2,3,4,3,60f8adb9a315f316c3aee425,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,36,2,2,0,41,49,18,24,20,35,18,14,7,17,8
1165,R_Ah2y6TniKpXXx2V,45,1,2,1, ,1,4,6,1,"I am not sure what you mean. A covid situations where I had it or someone I knew had it? A situation where people were not taking Covid serious and putting others at risk. I did not ever get and kept pretty isolated so will just say I knew one of my friends father died of it but they were not close. I did have a old friend from way back in the day die also, but that was told to me by a current friend. That is about the only situation where I felt Covid was closing in on us if that is what you guys mean.",4,1,I am glad the world seems to be getting back to what ever normal is,I am still cautions because heard something about another variant and Europe numbers are spiking again,I felt sad for my friend even though he did not really know his dad.,It was a reality check when my old friend from basketball died from covid,I felt like I should be more cautions because of these deaths,I think overall was just a bit numb not what to make of this new world we are living in.,8,0,2,5,0,5,0,8,5,5,4,5,5,2,6,7,7,6,7,6,6,7,6,6,7,1,2,5,5,7,2,2,2,3,3,4,4,3,4,1,3,4,3,3,4,3,3,4,2,3,4,5,2,2,2,4,3,6,5,1,6,4,6,6,2,2,2,5,4,1,1,5,2,4,4,1,3,3,3,1,3,2,1,2,3,2,2,3,3,3,3,5,4,3,3,4,2,2,3,2,2,4,4,5858c6178604ae000165e66a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,35,1,1,0,44,37,20,24,27,31,19,11,8,24,4
837,R_1Eb50pGLBAuhQM6,34,2,2,5,"White, black, Native American",1,3,10,0,Well my baby boy is almost a year old and I am planning his birthday party. I wish I could invite more people over but I am scared of my baby catching COVID - or my husband or I.,10,0,I am so happy for my baby’s birthday regardless of COVID.,At least we have each other.,I am happy to have hand sanitizer.,I look forward to keep a good social distance regardless.,I was having a difficult time choosing things for the party.,I am okay with my baby’s party being at home.,10,0,10,0,10,0,10,2,10,3,10,0,10,0,7,7,7,7,7,7,7,7,7,7,7,4,1,3,3,7,7,7,2,3,2,1,4,1,1,3,2,4,4,4,3,2,5,3,3,4,4,4,3,4,3,5,7,7,6,3,6,7,7,7,4,4,2,4,5,2,3,5,1,4,5,5,2,5,5,2,3,5,3,5,2,2,3,5,5,5,5,4,5,5,5,4,3,2,3,2,3,3,5,5d382f79b2fb130001a0bb53,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,43,6,0,0,36,50,21,28,28,50,23,13,8,32,8
901,R_xhh4pdt3H6cmc6Z,37,2,2,1, ,4,9,6,2,The COVID situation I am experiencing is mild burnout from working remotely with a small team for the past 2 years.,4,3,My work team has never and still does not set boundaries for work and life balance.,I am regularly tired but unable to fall asleep due to thinking through what I have to complete for work.,I leave my house even less than I used to.,I end up having 2-5 hours of meetings everyday which prevent me from doing my actual work.,I spend about 1 hour of each day on basic administrative tasks and responding to emails.,"I find time to work on my job projects outside of typical working hours, especially after 6 pm.",2,8,3,6,7,3,2,7,2,4,5,6,5,3,7,7,7,7,7,7,7,7,7,7,7,4,1,4,4,2,1,1,3,4,4,4,4,3,3,4,3,4,3,3,4,1,5,3,3,4,3,5,3,5,2,5,6,4,4,4,6,5,7,5,2,2,3,4,2,2,4,3,3,4,3,3,4,3,3,3,3,2,2,4,2,3,2,2,3,3,4,2,3,3,3,3,1,2,1,1,4,4,4,614e6aae492dda7417a15396,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,22,38,1,4,0,47,41,21,28,28,36,14,9,8,17,4
769,R_1N80WLcVYWp44DK,45,1,2,1, ,3,7,2,6,"I have found it difficult to relate to people as we return back to more normalcy as we still face the pandemic.  For me the situation was so intense that I find it almost unable to relate at all.  We recently went to an indoor event and I was stunned by the normalcy, as if things had gone back to how they were.  This was stressful.",2,3,Glad to leave our cocoon to see something new,Afraid of others given the disease,Afraid of the infection itself,Worried about the state of the city where we live,Worried about job prospects,Curious about precautions others take to keep us safe,5,3,2,7,1,10,3,6,4,5,2,9,3,10,4,6,6,6,4,3,4,2,3,4,3,2,2,2,6,4,5,2,2,1,2,1,3,1,3,1,2,2,3,3,1,2,2,2,0,1,4,2,5,2,0,2,2,2,4,1,2,2,4,2,2,2,1,1,3,1,1,1,1,2,1,1,3,2,3,2,3,1,1,1,3,3,3,3,3,2,2,2,3,2,3,3,4,4,4,3,3,4,3,5bb91c132e2fe50001be0d08,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,10,18,0,4,0,27,19,16,17,12,30,13,18,7,23,4
824,R_1LkaiKIyvMTckUs,35,2,2,1, ,3,9,3,10,The situation is regarding covid.,2,10,I am exhausted,I am missing my friends,I am wishing we can do things we used to,I am trying to stay positive,I am alone,I love my dog because I can be with her.,0,10,10,0,5,5,10,0,0,10,10,0,2,10,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,7,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,5,5,5,3,3,3,5,7,7,7,7,6,7,7,7,4,3,5,4,5,3,4,4,2,4,5,3,4,5,3,2,2,1,3,2,3,2,2,3,3,2,3,4,4,5,4,4,2,2,3,3,3,3,2,5ea49b6336f03945acec5c7d,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,21,48,3,2,0,55,55,21,28,28,31,21,13,5,32,7
870,R_poy3N7idKOBC8mt,45,2,2,1, ,2,4,2,7,"my friend's stepdad just passed away from covid related complications.  He was on a  ventilator.  When they tried to remove the ventilator,  he was never able to breathe again on his own.",2,9,"I had to go to a funeral, and help my friends family",I felt so sad for my friend,I made food for them,I hope i dont get covid because i have cancer and i could die,the pandemic has increased my depression,I dont like being a burden to my friends when i am depressed,5,6,0,8,9,0,0,10,0,10,0,10,2,9,6,6,6,6,6,6,6,6,6,6,6,5,5,4,7,5,4,4,4,1,2,1,4,1,3,3,3,3,3,1,4,1,2,1,0,1,3,3,0,2,0,2,2,5,1,1,1,2,2,2,2,2,3,4,3,3,4,2,2,4,2,3,4,2,3,3,3,3,3,3,3,3,5,4,3,3,3,2,2,2,3,2,3,5,5,5,4,4,5,5c57d3d354f9d30001dbc19b,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5,36,1,5,0,34,16,18,24,24,42,11,22,9,34,4
718,R_sGymVUgIqMDHVZL,45,2,2,1, ,3,8,7,1,"I am happy that COVID-19 infections are finally down in our county. It scares me that there are a lot of new Omicron cases in Europe. It probably means that it will come to the US soon too. But I am hopeful and optimistic, I think that the Omicron cases are not serious, especially when people social distance, wear masks and get their shots...",7,2,I am hopeful that this pandemic is over.,"I used to not sleep because I was worried, but I learned how to live with it and take it as a new normal",I am ready to go back to wearing masks when numbers will go up again.,I am still anxious to travel (fly),I am glad that everything is returning to normal and we are back at work/schools.,I think that the worst is behind us.,8,3,7,3,4,7,1,7,8,0,8,1,7,1,6,6,6,6,5,5,5,5,6,6,6,5,2,2,4,6,6,6,4,1,2,3,3,2,2,4,3,4,3,4,4,3,4,3,2,4,5,5,2,3,2,4,6,6,6,3,5,5,6,6,3,3,5,1,3,3,2,4,3,3,4,5,2,4,4,2,3,3,4,3,2,2,3,3,3,3,3,3,4,4,4,3,3,3,3,2,2,3,3,5bd9f569eb22f2000183df4e,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,18,39,4,2,0,42,43,18,22,22,38,18,13,6,31,6
509,R_3iQCzszLckyJ5GK,21,2,2,1, ,1,8,6,3,We had a covid scare within my friend group. No one was sure who was the original person to have it but we ended up all getting it.,6,3,It was a mystery who brought it.,Every one got sick.,people were angry.,we stayed away from that house for a while.,people were playing the blame game.,it was tense for a while.,2,5,0,7,0,9,1,6,1,6,0,8,6,3,6,6,6,6,6,5,6,5,5,6,6,1,2,4,3,6,3,4,3,2,1,3,2,3,1,2,2,2,2,2,4,1,3,4,2,3,5,3,2,2,2,4,4,5,5,3,6,6,6,6,3,3,4,4,4,4,4,5,4,3,4,4,3,4,2,2,3,2,1,3,2,3,3,3,3,3,3,3,4,4,3,4,2,2,2,2,3,3,2,60fce319094706567dd18681,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,16,47,0,5,0,30,41,18,23,22,33,18,11,5,23,6
349,R_21HrFyoe3DArygZ,23,2,2,2, ,2,2,5,10,i had tyo take off my ask because someone couldn't hear me. I hated it.,1,7,I am angry often.,I HATE WORKING.,I dislike masks all the time.,I WASH MY HANDS MORESO.,it upsets me.,iI dislike customers.,8,8,10,9,2,9,5,5,3,7,8,6,1,10,3,4,5,3,4,5,3,5,2,3,6,2,3,5,6,3,4,6,1,2,2,4,3,3,2,3,4,2,1,3,2,3,1,4,0,2,3,4,1,1,1,4,2,6,4,5,4,2,5,1,2,4,1,3,4,3,4,3,4,1,4,3,5,4,3,4,1,1,3,4,3,2,3,1,4,2,4,3,3,3,3,2,1,3,1,4,5,2,2,5c31b889da51990001e4f604,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,9,39,0,2,3,35,29,12,14,17,35,14,14,4,29,6
795,R_3D7Pzg9cvNVQlUC,44,2,2,1, ,1,3,6,5,My landlord wants to sell his house and do showings.  I am anxious about this because I don't want people coming into my house possibly spreading covid.,5,6,I think about it all the time,I can't sleep sometimes because of my concerns,It makes me mad at my landlord for putting me in this situation,It gives me anxiety all of the time.,I will feel disgusted afterward,I will feel like my house is not clean,2,9,1,7,0,10,0,10,0,10,0,10,3,6,6,6,6,4,5,5,5,6,6,4,5,5,3,5,6,6,3,5,3,3,4,3,4,2,2,2,3,3,3,2,2,2,4,2,2,4,4,4,2,4,2,4,6,5,5,2,6,6,5,6,3,3,2,1,4,1,3,4,1,4,3,2,4,3,4,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,3,5a4ff86beedc32000141f232,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,18,32,0,6,0,38,41,18,18,22,35,15,16,7,33,6
529,R_2P7kjLlg1vzozGq,21,2,2,"1,3", ,1,9,6,4,"Because of COVID, I am experiencing a situation that is affecting me. I have to take extra steps before accessing my workplace. Sometimes this can take a significant amount of time and gets frustrating. I have to check in and plan for this time allotment.",6,4,I am getting lest rest,I am getting frustrated,I feel like it is unnecessary,I want to change this,I am feeling less motivated as a result,I am tired,3,6,5,5,5,5,5,5,8,5,2,6,5,5,4,5,5,4,4,5,5,5,4,5,6,4,4,4,6,4,4,2,2,2,3,3,3,3,2,4,2,3,2,2,3,3,2,2,1,3,3,3,1,2,1,3,4,5,5,2,3,4,4,4,2,2,3,4,4,3,3,3,3,4,3,3,2,2,4,2,3,4,3,3,3,3,3,3,4,4,4,2,3,3,3,3,2,3,5,3,4,2,4,5f4d53f96aa639a0d605052e,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,11,37,1,2,0,37,31,14,19,19,43,14,17,6,28,4
892,R_3g018XrvURSZiRI,41,2,2,1, ,1,6,9,0,I am working from home because of the pandemic.  I have been working from home since the beginning.  I really enjoy it and I am able to work effectively.  I believe that I work better at home than in the office.,9,0,I enjoy working from home.,I am able to get more done around the house since I'm there all day.,I don't spend as much on gas since I'm not commuting.,I am able to make dinner every night.,I don't have to worry about office politics as much.,I get to spend more time with my dogs.,10,0,9,0,10,0,8,0,10,0,10,0,10,0,5,5,4,5,5,5,5,5,5,5,5,4,2,4,4,6,4,5,3,2,1,4,3,3,2,3,3,3,2,3,2,2,3,3,1,3,4,3,2,2,2,3,4,6,5,4,4,4,5,4,3,3,4,3,4,3,2,3,2,3,3,4,3,4,3,1,2,2,2,2,2,3,3,4,3,2,3,3,4,4,3,4,2,3,3,2,3,3,2,5c671f12a26a8500014431e7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,38,6,0,0,36,36,14,20,20,32,18,13,5,29,6
756,R_doOeX0wICV1XUch,33,2,2,1, ,4,9,4,3,"My child’s preschool has dropped the mask requirement for students and teachers, however I still want my child to wear a mask. She is one of the last children masking, and it’s hard to enforce. I am pregnant and she is 3 and unvaccinated. I am worried about her getting Covid and having long term health problems. I feel like Covid will be like rheumatic fever, where we see bad health outcomes decades from now.",4,4,I am worried about me and my fetus getting Covid from my child,I am worried about my child getting Covid and having long term health problems,I am awkward about having my child be the last one masking,I am glad that K95 style masks are easier and cheaper to find for kids,I am glad it is easier to get at home Covid tests,"It is hard to know how to assess risk for different activities with my kid, like going to the playground",0,8,0,8,2,4,5,1,7,0,1,5,3,5,6,6,6,6,6,6,6,6,6,6,6,4,3,2,4,3,4,3,3,2,1,3,4,1,2,2,3,4,3,2,1,3,4,2,2,3,4,2,1,2,1,3,3,5,5,2,4,5,5,5,1,1,2,1,5,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,4,2,3,4,3,58d7bd6bf94de20001fbc805,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14,29,1,2,0,34,34,18,24,24,40,17,15,7,23,2
361,R_1g1FfSxAbnWeaom,35,1,2,1, ,2,9,1,10,It was highly stressful staying home all the time. I was sick with covid multiple times. My kids couldn't go to school.,1,10,I am having a hardtime having friends.,I am having a difficult time sleeping.,I am going stir crazy.,I am scared of dying.,I'm scared of other people dying.,I don't know how long this will last.,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,6,5,3,5,5,2,5,5,3,5,4,4,4,7,1,1,1,4,2,3,1,1,1,4,4,2,4,3,3,1,4,5,5,5,1,5,5,5,1,3,1,1,1,1,7,1,1,7,1,1,3,4,2,5,1,2,1,2,2,2,4,4,2,5,1,5,1,3,3,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5f8ed0a0ed96a107a4aef865,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,20,31,0,6,0,37,20,16,13,20,53,9,25,10,22,4
571,R_pQm9W8GQYLvMcUx,38,2,2,1, ,1,4,8,0,We have decided to get our child vaccinated. It’s been a long stressful decision.,7,2,Nervous about side effects,Nervous about long term issues,Happy she will be protected.,Happy to be around people again.,Nervous for illness,Happy to get it over with,0,10,0,10,10,0,8,0,0,10,7,0,7,2,5,5,4,7,5,7,7,6,6,7,6,6,2,1,2,6,1,3,3,4,1,3,1,2,2,1,4,4,1,2,1,4,3,4,5,4,4,4,0,2,2,4,7,6,6,7,5,7,6,6,2,3,1,1,4,2,1,2,2,2,3,4,1,2,4,3,4,4,3,4,3,3,2,3,3,3,3,2,4,4,4,4,3,2,3,2,3,3,2,5beb107f89860a000186c6d6,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,18,25,3,3,0,33,50,14,28,23,42,18,13,5,21,5
784,R_2agKYIdUJIFdr6J,24,2,2,1, ,1,4,4,6,"During COVID, even though we couldn’t get out without major restrictions, we were able to stay home and spend more quality time as a family!",9,0,I missed going places,I appreciated spending time as a family,I missed traveling,I loved being able to relax and order food in,We had groceries delivered,We didn’t get sick or the vaccine,0,10,10,0,0,10,10,0,10,0,10,0,7,3,5,5,5,4,5,4,4,7,7,4,7,4,5,3,5,6,3,5,3,4,3,3,4,3,3,2,2,3,2,3,3,3,3,3,2,4,4,4,1,3,1,3,5,5,6,3,5,6,5,6,4,4,4,3,4,3,4,4,4,2,3,4,2,3,3,1,3,2,2,2,4,4,4,4,3,3,2,2,3,4,3,3,2,3,3,2,3,3,2,5a6ff39ef660ae0001a9837e,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,14,40,4,2,0,41,41,15,16,26,37,15,13,5,31,8
575,R_2Pj5l0gYF1j3Z4Q,19,2,2,1, ,1,9,7,3,I got COVID my second week of college and was sad because I missed out on hanging out and meeting new friends,7,3,I was sick,my head hurt,I was tired,it was a nice break from life,I had no responsibilities,I could just rest,1,9,0,10,5,5,9,1,9,1,8,2,8,2,6,6,6,7,7,7,7,7,7,7,7,3,6,5,7,6,7,7,4,3,2,3,1,2,4,3,3,2,2,2,1,4,4,3,0,5,5,4,0,1,0,3,6,5,4,2,3,5,5,3,4,4,4,4,4,3,2,1,2,2,4,4,2,4,5,3,5,5,5,5,4,5,4,4,5,5,5,3,4,4,4,4,4,3,4,4,4,4,3,605c9f39ad0faf8b24f93d5f,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12,36,3,2,0,36,33,18,28,28,60,19,19,7,41,8
905,R_T5fWyuad3L2JEIh,37,1,2,1, ,2,9,6,4,My brother and family are more Covid cautious than we are and insist on rapid testing every time we see them even if we saw them the night before and haven’t seen anyone in between and rated are very low right now. This happened last weekend,3,6,Frustrated with different levels of science belief,Sad that my kids feel weird without a mask,Happy that we can get together indoors,Nervous that my son isn’t yet vaccinated,Worried that my allergies may be Covid,Disappointed in anti vaxxers that I know,2,9,2,8,7,1,2,9,3,5,1,10,3,8,6,6,6,7,6,7,7,7,5,6,6,3,2,2,7,5,3,5,3,2,3,3,2,2,1,3,3,3,3,2,4,3,4,2,0,2,5,5,2,2,2,4,2,2,3,2,5,2,5,5,4,4,5,5,4,4,4,4,4,5,4,5,3,5,4,2,4,4,4,3,3,4,5,5,4,3,4,5,3,4,4,3,3,4,4,2,2,2,4,614f6e13b231c559fad456d9,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,14,52,1,4,0,37,26,18,27,24,49,19,15,6,27,8
682,R_3kNFCqqaY1HIh9O,38,2,2,2, ,1,1,8,1,I did not go places because of co vid. I stay at home mostly. I do not visit friends much. I do the basic and then I return home to my boring life.,6,2,I am hoping that things get better so I can go places.,Right now its hard to get any sleep.,I am ready to start traveling,I am ready to be outside more,I am ready to start living again,Stressing way too much due to co vid,9,0,1,7,8,0,8,0,9,0,0,4,6,0,6,5,4,6,6,4,4,5,4,4,4,2,5,5,7,7,7,7,1,2,2,3,1,1,2,3,3,4,3,1,1,1,4,2,1,2,4,3,1,1,1,4,6,6,1,2,4,5,6,1,3,3,2,2,2,3,1,1,4,4,1,5,1,3,2,1,1,1,1,1,5,1,4,4,3,3,4,3,2,3,2,2,3,4,3,5,5,3,2,620bde60a922fc3f247f6e6d,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,29,4,1,0,28,31,15,18,19,31,12,20,5,40,6
568,R_3n1t8G0dtSNmElF,29,2,2,1, ,3,9,7,2,"The current COVID situation in the US is mostly a return to the old status quo. The majority of people, myself included, have gone back to living their lives as they normally would. The disease is clearly endemic at this point, and if you're vaxed and not suffering from some major health issues there's almost zero chance of it being serious. Only the TSA seems to be keeping up the ridiculous farce of testing and masks at this point, despite even the airlines wanting it dropped.",7,3,I'm over it,People still freaked out by it need to calm down,The TSA testing requirement to enter the country is idiotic since the disease is already endemic,We never should have shut down as much as we did,Countries like China with COVID Zero policies are going to nuke themselves economically if they don't start easing back,Politicians didn't want to let a good crisis go to waste to grab more power,3,3,0,6,0,8,0,8,2,8,0,10,7,2,6,6,6,6,6,6,6,6,6,6,6,4,2,3,2,5,3,4,3,4,3,3,4,3,2,3,1,2,3,3,3,4,3,4,1,4,4,4,2,4,1,3,5,6,6,3,6,5,6,6,3,3,4,4,5,5,4,5,4,4,3,4,3,4,3,3,2,2,3,2,2,2,2,2,4,2,2,3,4,4,3,4,2,2,3,2,3,3,2,56c89c761d066b000c473879,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,14,49,0,5,0,41,43,18,24,24,31,18,12,5,23,6
490,R_12fpoD0K6pu5I7E,20,2,2,1, ,1,7,5,4,"I was planning to spend time with a friend, but he has not been feeling well. He agreed to take an at home Covid-19 test before I plan on seeing him.",5,4,I am worried my friend has Covid.,I want to see my friend.,I do not want Covid-19 to control life forever.,I want everyone to continue to be safe.,I wish my friend was vaccinated for their own well being.,I wonder if I had Covid recently but was unaware.,1,7,7,0,3,0,10,0,3,4,1,5,5,4,7,7,7,7,7,7,7,7,6,7,7,4,3,5,5,7,5,5,4,3,2,2,2,2,1,1,3,3,2,2,2,3,4,4,1,4,5,4,2,3,2,4,6,5,5,3,5,7,5,5,2,3,4,2,5,2,2,3,2,4,3,3,2,4,4,3,4,4,3,5,3,3,3,3,5,5,4,3,3,3,3,4,3,3,3,3,3,4,3,612bbf7f2777e375241f0f45,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,36,2,1,0,32,41,21,28,27,49,16,15,7,34,5
683,R_2agAQobP8NjHvtq,19,2,2,1, ,1,9,7,3,"One of my professors that I meet with weekly is stuck in Spain for a few weeks because he tested positive for Covid. This somewhat sets me back because our weekly meetings are one of my motivations to get work done, and knowing that we won't be meeting for a while makes me feel less pressured to put in effort.",6,3,I'm having difficulty finding motivation,I'm nervous for the next meeting,I'm doubting my future and life choices,I'm relaxed with less work,I'm stressed with knowing I need to be doing work,I'm exhausted and close to being burnt out,2,8,3,7,1,9,8,2,2,8,1,9,2,8,6,7,7,7,6,7,7,7,6,6,6,4,5,5,6,6,5,7,3,4,3,3,4,3,3,3,3,4,4,2,3,3,4,2,2,3,3,5,2,4,2,4,5,5,3,2,6,6,5,3,3,4,4,5,4,3,4,2,1,4,4,4,4,4,5,4,4,5,4,4,4,3,3,3,5,5,5,3,3,3,2,3,2,4,4,2,5,4,4,6082364d2e1e97775624672b,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,17,43,1,5,0,45,35,20,27,25,54,14,17,8,38,7
1461,R_1257xFEQVch51an,28,2,1,1, ,1,3,5,7,I am still wearing masks when I go to run errands and I noticed that most people who live in my area have stopped. I feel like people already didn’t take the pandemic seriously and they are more than eager to make it worse and continue the pandemic. I wear masks and still sanitize and stay my distance from people but it’s so hard in the area that I live when noone cares about on anothers health.,5,7,I’m constantly worrying,I’m constantly feeling anxious,I can’t stay asleep,I’m feeling more distant from people,I feel more hostile towards others,I feel more isolated,0,10,0,10,0,8,0,10,0,10,0,9,5,7,6,7,7,7,7,6,7,7,7,7,7,7,4,5,7,7,7,7,4,4,4,2,4,4,4,4,2,3,4,4,4,1,1,1,5,3,5,5,5,3,5,1,4,6,2,1,5,7,7,7,4,4,4,4,3,3,4,2,2,2,4,5,1,5,4,2,5,5,5,5,4,5,3,2,5,5,5,2,3,3,3,2,5,5,5,5,3,3,3,5f388b8106b3213b2d460b7c,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,20,39,0,6,0,48,39,20,27,28,55,13,23,6,44,8
